Numero;Nimi;Valmistaja;Pullokoko;Hinta;Litrahinta;Uutuus;Hinnastojärjestyskoodi;Tyyppi;Alatyyppi;Erityisryhmä;Oluttyyppi;Valmistusmaa;Alue;Vuosikerta;Etikettimerkintöjä;Huomautus;Rypäleet;Luonnehdinta;Pakkaustyyppi;Suljentatyyppi;Alkoholi-%;Hapot g/l;Sokeri g/l;Kantavierrep-%;Väri EBC;Katkerot EBU;Energia kcal/100 ml;Valikoima;EAN
459867;Nicolas Catena Zapata 2016;Catena Zapata;0,75 l;99.98;133.31;;110;punaviinit;Roteva & Voimakas;;;Argentiina;Mendoza;2016;Mendoza;;Cabernet Sauvignon, Malbec, Cabernet Franc, ;Täyteläinen, tanniininen, kypsän mustaherukkainen, boysenmarjainen, metsämarjainen, mausteinen, tamminen, vivahteikas, pitkä;pullo;luonnonkorkki;13.May;5.Feb;2;;;;80.0;erikoiserä;98709088627
445147;Norton Barrel Select Cabernet Sauvignon 2021;Bodega Norton;0,75 l;13.49;17.85;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;Mendoza;2021;Mendoza;;Cabernet Sauvignon, ;Täyteläinen, keskitanniininen, mustaherukkainen, tumman kirsikkainen, kevyen vadelmainen, mausteinen, hennon salmiakkinen;pullo;metallinen kierrekapseli;14.0;5.May;0;;;;80.0;vakiovalikoima;7,79232E+12
464277;Norton Barrel Select Malbec 2021;Bodega Norton;0,75 l;Nov.99;15.85;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;Mendoza;2021;Mendoza;;Malbec, ;Keskitäyteläinen, keskitanniininen, tumman kirsikkainen, kypsän karpaloinen, mausteinen, kevyen tamminen;pullo;metallinen kierrekapseli;14.0;5.Jun;0;;;;80.0;vakiovalikoima;7,79232E+12
432417;Norton Privada 2019;Bodega Norton;0,75 l;16.99;22.52;;110;punaviinit;Mehevä & Hilloinen;vegaaninen;;Argentiina;Mendoza;2019;Mendoza;Saattaa sisältää sakkaa;Malbec, Cabernet Sauvignon, Merlot, ;Täyteläinen, tanniininen, boysenmarjainen, tumman kirsikkainen, mustaherukkainen, kevyen vaniljainen, hennon mustapippurinen;pullo;luonnonkorkki;14.May;6.Mar;0;;;;80.0;vakiovalikoima;7,79232E+12
913707;Paula Malbec 2021;Viña Doña Paula;0,75 l;Nov.99;15.85;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;Mendoza;2021;Mendoza;Saattaa sisältää sakkaa;Malbec, ;Täyteläinen, keskitanniininen, hedelmäinen, mausteinen, aromikas;pullo;metallinen kierrekapseli;13.May;5.Apr;2;;;;80.0;tilausvalikoima;7,79809E+12
407837;Penedo Borges Prisma Gran Malbec 2018;Penedo Borges;0,75 l;23.98;31.84;;110;punaviinit;Roteva & Voimakas;ympäristövastuullinen pakkaus;;Argentiina;Mendoza;2018;Luján de Cuyo;;Malbec, ;Täyteläinen, tanniininen, vadelmainen, tumman kirsikkainen, mustapippurinen, hennon paahteinen, tamminen;pullo;luonnonkorkki;15.0;5.May;2;;;;80.0;erikoiserä;7,79813E+12
902485;Poligonos San Pablo Cabernet Franc 2019;Familia Zuccardi;0,75 l;27.99;37.32;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;Mendoza;2019;Uco Valley, Mendoza;Saattaa sisältää sakkaa;Cabernet Franc, ;Täyteläinen, keskitanniininen, karpaloinen, tumman kirsikkainen, yrttinen;pullo;luonnonkorkki;14.0;5.Sep;2;;;;80.0;tilausvalikoima;7,79173E+12
488317;Punto Final Syrah Merlot 2021;Renacer;0,75 l;13.99;18.52;uutuus;110;punaviinit;Roteva & Voimakas;;;Argentiina;Mendoza;2021;Mendoza;;Syrah, Merlot, ;Täyteläinen, tanniininen, tumman kirsikkainen, herukkainen, karhunvatukkainen, kevyen lakritsinen, mausteinen, tamminen;pullo;murukorkki;13.May;4.Jan;0;;;;80.0;vakiovalikoima;7,79813E+12
915664;Renacer Milamore 2019;Bodega Renacer;0,375 l;14.98;39.68;;110;punaviinit;Mehevä & Hilloinen;vegaaninen;;Argentiina;Mendoza;2019;Mendoza;;Malbec, Cabernet Franc, Cabernet Sauvignon, Bonarda, ;Keskitäyteläinen, keskitanniininen, herukkainen, tumman kirsikkainen, hennon paprikainen, kevyen mausteinen;pullo;luonnonkorkki;14.0;5.Feb;6;;;;80.0;vakiovalikoima;7,79813E+12
946347;Renacer Punto Final Malbec 2021;Renacer;0,75 l;13.99;18.52;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;Mendoza;2021;;;Malbec, ;Keskitäyteläinen, keskitanniininen, kirsikkainen, mustikkainen, kevyen metsämansikkainen, hennon kukkainen, yrttinen;pullo;luonnonkorkki;13.0;5.Jun;2;;;;70.0;vakiovalikoima;7,79813E+12
917645;Renacer Repasso Malbec Blended 2018;Renacer;0,75 l;14.98;19.84;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;Mendoza;2018;Mendoza;;Malbec, ;Täyteläinen, keskitanniininen, karhunvatukkainen, luumuinen, kukkainen;pullo;luonnonkorkki;14.0;5.Feb;7;;;;80.0;tilausvalikoima;7,79813E+12
414647;Ruca Malen Kinien Cabernet Sauvignon 2012;Ruca Malen;0,75 l;26.31;34.95;;110;punaviinit;Vivahteikas & Kehittynyt;;;Argentiina;Mendoza;2012;Mendoza;Saattaa sisältää sakkaa;Cabernet Sauvignon, ;Erittäin täyteläinen, tanniininen, mustaherukkainen, boysenmarjahilloinen, tumman kirsikkainen, kaakaoinen, kevyen setrinen, tamminen, runsas, pitkä;pullo;luonnonkorkki;14.Jan;5.Jun;2;;;;80.0;tilausvalikoima;7,79809E+12
437577;Santa Julia Colección Malbec 2018;Santa Julia;0,75 l;Aug.99;Nov.85;;110;punaviinit;Mehevä & Hilloinen;ympäristövastuullinen pakkaus;;Argentiina;Mendoza;2018;Mendoza;Fair for Life. Saattaa sisältää sakkaa;Malbec, Syrah, ;Täyteläinen, keskitanniininen, luumuinen, tumman kirsikkainen, karhunvatukkahilloinen, mausteinen, kevyen kaakaoinen;pullo;metallinen kierrekapseli;13.May;5.Feb;3;;;;80.0;vakiovalikoima;7,79173E+12
905161;Santa Julia El Burro Natural Malbec 2021;Familia Zuccardi;0,75 l;17.99;23.99;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;Mendoza;2021;Mendoza;Fair for Life. Saattaa sisältää sakkaa;Malbec, ;Täyteläinen, keskitanniininen, kirsikkainen, luumuinen, herukkainen;pullo;luonnonkorkki;13.May;5.Apr;2;;;;80.0;tilausvalikoima;7,79173E+12
497057;Santa Julia Innovacion Malbec 2021;Familia Zuccardi;0,75 l;Sep.98;13.17;;110;punaviinit;Roteva & Voimakas;;;Argentiina;Mendoza;2021;Mendoza;Fair for Life. Saattaa sisältää sakkaa;Malbec, ;Täyteläinen, tanniininen, tumman kirsikkainen, boysenmarjainen, mustaherukkainen, mausteinen, kevyen tamminen;pullo;metallinen kierrekapseli;14.0;5.Mar;1;;;;80.0;vakiovalikoima;7,79173E+12
907152;Santa Julia Malbec 2021;Santa Julia;0,187 l;Mar.95;21.Dec;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;Mendoza;2021;Mendoza;Saattaa sisältää sakkaa;Malbec, ;Keskitäyteläinen, keskitanniininen, vadelmainen, kirsikkainen, herukkainen, suklainen, mokkainen;pullo;metallinen kierrekapseli;14.0;4.Jun;;;;;80.0;vakiovalikoima;7,79173E+12
934332;Santa Julia Organic Malbec 2021;Zuccardi;0,75 l;Nov.99;15.99;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;Mendoza;2021;Mendoza;Saattaa sisältää sakkaa;Malbec, ;Keskitäyteläinen, keskitanniininen, karhunvatukkainen, marjainen, mustaherukkainen;pullo;metallinen kierrekapseli;13.0;4.Sep;1;;;;70.0;tilausvalikoima;7,79173E+12
485958;Santa Julia Organic Malbec 2022 kartonkitölkki;Santa Julia;1 l;Nov.48;Nov.48;;110;punaviinit;Mehevä & Hilloinen;luomu;;Argentiina;Mendoza;2022;Mendoza;;Malbec, ;Keskitäyteläinen, keskitanniininen, boysenmarjainen, karpalohilloinen, kevyen paahteinen;kartonkitölkki;muovisuljin;12.May;5.Mar;2;;;;70.0;vakiovalikoima;7,79173E+12
453727;Santa Julia Pinot Noir Flores Negras 2021;Santa Julia Winery;0,75 l;15.98;21.31;;110;punaviinit;Marjaisa & Raikas;ympäristövastuullinen pakkaus;;Argentiina;Mendoza;2021;Uco Valley;Saattaa sisältää sakkaa;Pinot Noir, ;Keskitäyteläinen, keskitanniininen, kypsän punaherukkainen, vadelmainen, kirsikkainen, kevyen mausteinen;pullo;metallinen kierrekapseli;13.May;5.May;3;;;;80.0;vakiovalikoima;7,79173E+12
932333;Septima Malbec Organic 2021;Codorniu Argentina;0,75 l;Oct.99;14.52;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;Mendoza;2021;Mendoza;;Malbec, ;Keskitäyteläinen, keskitanniininen, karhunvatukkahilloinen, luumuinen, kirsikkainen;pullo;metallinen kierrekapseli;14.0;5.Feb;2;;;;80.0;tilausvalikoima;7,79808E+12
406077;Septima Tierra Los Chacayes Malbec 2020;Bodega Septima;0,75 l;15.29;20.25;;110;punaviinit;Roteva & Voimakas;;;Argentiina;Mendoza;2020;Valle de Uco;;Malbec, ;Täyteläinen, tanniininen, tumman kirsikkainen, herukkainen, luumuinen, kaakaopapuinen, hennon neilikkainen, mausteinen, tamminen;pullo;luonnonkorkki;15.0;5.Apr;;;;;80.0;vakiovalikoima;7,79808E+12
490777;Susana Balbo Crios Malbec 2021;Susana Balbo;0,75 l;15.98;21.17;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;Mendoza;2021;Mendoza;;Malbec, ;Täyteläinen, tanniininen, herukkainen, kirsikkahilloinen, boysenmarjainen, tummasuklainen, pippurinen, kevyen tamminen;pullo;metallinen kierrekapseli;14.0;5.May;0;;;;80.0;vakiovalikoima;7,79807E+12
457117;Tension La Ribera Cabernet Sauvignon Cabernet Franc 2019;Santa Julia;0,75 l;13.99;18.52;;110;punaviinit;Roteva & Voimakas;ympäristövastuullinen pakkaus;;Argentiina;Mendoza;2019;Mendoza;Fair for Life. Saattaa sisältää sakkaa;Cabernet Sauvignon, Cabernet Franc, ;Täyteläinen, tanniininen, tumman kirsikkainen, mesimarjainen, mustaherukkainen, kaakaoinen, tamminen;pullo;metallinen kierrekapseli;14.May;5.Mar;1;;;;80.0;vakiovalikoima;7,79173E+12
944197;Terrazas de los Andes Altos del Plata Malbec 2017;Terrazas de los Andes;0,75 l;15.98;21.17;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;Mendoza;2017;Mendoza;;Malbec, ;Täyteläinen, tanniininen, marjainen, tamminen, aromikas;pullo;luonnonkorkki;13.May;5.Mar;;;;;80.0;tilausvalikoima;7,79098E+12
409727;Terrazas de los Andes Grand Malbec 2017;Terrazas de los Andes;0,75 l;48.75;65.0;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;Mendoza;2017;Mendoza;;Malbec, ;Täyteläinen, tanniininen, herukkainen, boysenmarjainen, tumman kirsikkainen, kaakaopapuinen, mausteinen, tamminen, tyylikäs, pitkä;pullo;luonnonkorkki;14.May;5.Jan;2;;;;80.0;erikoiserä;7,79098E+12
911007;Terrazas de los Andes Malbec 2020;Terrazas de los Andes;0,75 l;25.98;34.51;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;Mendoza;2020;Mendoza;;Malbec, ;Täyteläinen, tanniininen, marjainen, mausteinen, aromikas;pullo;luonnonkorkki;14.0;5.Apr;2;;;;80.0;tilausvalikoima;7,79098E+12
909007;Tito Zuccardi Paraje Altamira 2019;Familia Zuccardi;0,75 l;31.98;42.64;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;Mendoza;2019;Valle de Uco;Saattaa sisältää sakkaa;Malbec, Cabernet Franc, ;Täyteläinen, tanniininen, kirsikkainen, luumuinen, yrttinen;pullo;luonnonkorkki;14.0;5.Aug;2;;;;80.0;tilausvalikoima;7,79173E+12
490817;Trapiche Malkina Merlot Syrah Tannat 2019;Trapiche;0,75 l;Aug.99;Nov.85;;110;punaviinit;Mehevä & Hilloinen;ympäristövastuullinen pakkaus;;Argentiina;Mendoza;2019;Mendoza;Fair for Life;Merlot, Syrah, Tannat, ;Keskitäyteläinen, keskitanniininen, karhunvatukkainen, mustaherukkainen, yrttinen, hennon lakritsinen;pullo;metallinen kierrekapseli;13.May;4.Apr;;;;;80.0;vakiovalikoima;7,79024E+12
936057;Trapiche Pure Black Malbec 2020;Bodegas Trapiche;0,75 l;13.99;18.52;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;Mendoza;2020;Mendoza;;Malbec, ;Täyteläinen, keskitanniininen, hapankirsikkainen, karhunvatukkainen, mustaherukkainen, mausteinen, kevyen tamminen;pullo;metallinen kierrekapseli;14.0;5.Feb;0;;;;80.0;vakiovalikoima;7,79024E+12
928177;Trivento Golden Reserve Malbec 2019;Trivento;0,75 l;18.48;24.51;;110;punaviinit;Roteva & Voimakas;;;Argentiina;Mendoza;2019;Luján De Cuyo;;Malbec, ;Täyteläinen, keskitanniininen, kypsän boysenmarjainen, tumman kirsikkainen, kevyen mokkainen, tamminen;pullo;luonnonkorkki;14.May;5.Mar;1;;;;80.0;tilausvalikoima;7,79804E+12
499857;Ver Sacrum Monastrell 2018;Ver Sacrum;0,75 l;20.98;27.97;;110;punaviinit;Marjaisa & Raikas;;;Argentiina;Mendoza;2018;IG Los Chacayes;;Monastrell, ;Keskitäyteläinen, keskitanniininen, tumman kirsikkainen, karpaloinen, vadelmainen, timjaminen, kevyen mausteinen;pullo;luonnonkorkki;13.0;5.Aug;2;;;;70.0;erikoiserä;7,79832E+12
940698;Weinert Carrascal 2017;Bodega y Cavas De Weinert;0,75 l;17.98;23.84;;110;punaviinit;Vivahteikas & Kehittynyt;;;Argentiina;Mendoza;2017;Mendoza;;Cabernet Sauvignon, Malbec, Merlot, ;Täyteläinen, keskitanniininen, karhunvatukkainen, viikunainen, luumuinen, nahkainen;pullo;luonnonkorkki;14.0;5.Jul;0;;;;80.0;vakiovalikoima;7,79042E+12
944577;Zuccardi Concreto Malbec 2020;Familia Zuccardi;0,75 l;31.98;42.64;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;Mendoza;2020;Mendoza;Saattaa sisältää sakkaa;Malbec, ;Täyteläinen, keskitanniininen, mausteinen, tamminen, vaniljainen;pullo;luonnonkorkki;14.0;5.Jan;2;;;;80.0;tilausvalikoima;7,79173E+12
909613;Zuccardi Finca Piedra Infinita 2017;Familia Zuccardi;0,75 l;169.99;226.65;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;Mendoza;2017;Uco Valley;Sisältää sakkaa;Malbec, ;Täyteläinen, keskitanniininen, karhunvatukkainen, kirsikkainen, mausteinen;pullo;luonnonkorkki;14.May;5.May;2;;;;80.0;tilausvalikoima;7,79173E+12
934133;Zuccardi Finca Piedra Infinita Supercal 2017;Familia Zuccardi;0,75 l;199.00;265.33;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;Mendoza;2017;Uco Valley, Mendoza;Saattaa sisältää sakkaa;Malbec, ;Täyteläinen, keskitanniininen, karhunvatukkainen, yrttinen, tumman kirsikkainen;pullo;luonnonkorkki;14.0;5.May;2;;;;80.0;tilausvalikoima;7,79173E+12
431567;Zuccardi Q Cabernet Sauvignon 2014;Familia Zuccardi;0,75 l;19.99;26.52;;110;punaviinit;Vivahteikas & Kehittynyt;;;Argentiina;Mendoza;2014;Valle de Uco;Saattaa sisältää sakkaa;Cabernet Sauvignon, ;Täyteläinen, tanniininen, karhunvatukkainen, mustaherukkainen, kuivatun luumuinen, tamminen, paahteinen;pullo;luonnonkorkki;14.May;5.May;;;;;80.0;vakiovalikoima;7,79173E+12
948927;Zuccardi Q Malbec 2020;Zuccardi;0,75 l;19.99;26.65;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;Mendoza;2020;Valle de Uco;Saattaa sisältää sakkaa;Malbec, ;Täyteläinen, keskitanniininen, marjainen, mausteinen;pullo;luonnonkorkki;14.May;5.Mar;2;;;;80.0;tilausvalikoima;7,79173E+12
478937;Mastermind Pinot Noir 2017;Urban Beverages;0,75 l;Oct.29;13.59;;110;punaviinit;Marjaisa & Raikas;;;Argentiina;Patagonia;2017;Patagonia;;Pinot Noir, ;Keskitäyteläinen, keskitanniininen, vadelmainen, hapankirsikkainen, kevyen boysenmarjainen, mausteinen;pullo;luonnonkorkki;14.May;5.Aug;;;;;80.0;vakiovalikoima;6,43004E+12
498657;Don David Malbec Reserve 2021;Michel Torino;0,75 l;13.99;18.52;;110;punaviinit;Mehevä & Hilloinen;vegaaninen;;Argentiina;Salta;2021;Cafayate;Saattaa sisältää sakkaa;Malbec, ;Täyteläinen, tanniininen, mustaherukkainen, tumman kirsikkainen, luumuinen, kevyen mokkainen, paahteinen;pullo;luonnonkorkki;14.0;5.Feb;3;;;;80.0;vakiovalikoima;7,79019E+12
952897;El Esteco Altimus 2015;El Esteco;0,75 l;39.98;53.31;;110;punaviinit;Roteva & Voimakas;;;Argentiina;Salta;2015;;Saattaa sisältää sakkaa;Malbec, Cabernet Sauvignon, Cabernet Franc, ;Erittäin täyteläinen, tanniininen, tumman kirsikkainen, karhunvatukkainen, mausteinen;pullo;luonnonkorkki;14.May;5.Jun;4;;;;80.0;tilausvalikoima;7,79019E+12
903248;El Esteco Chañar Punco 2015;El Esteco;0,75 l;54.98;73.31;;110;punaviinit;Roteva & Voimakas;;;Argentiina;Salta;2015;Valles Calchaquies;Saattaa sisältää sakkaa;Malbec, Cabernet Sauvignon, ;Erittäin täyteläinen, tanniininen, karhunvatukkainen, mausteinen, tumman kirsikkainen;pullo;luonnonkorkki;14.May;6.0;4;;;;80.0;tilausvalikoima;7,79019E+12
478137;Michel Torino Cuma Organic Malbec 2021;Bodega El Esteco;0,75 l;Oct.99;14.52;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;Salta;2021;;Saattaa sisältää sakkaa;Malbec, ;Täyteläinen, keskitanniininen, kypsän karpaloinen, mustikkainen, hapankirsikkainen, boysenmarjainen, kevyen lakritsinen;pullo;metallinen kierrekapseli;13.May;5.Aug;3;;;;80.0;vakiovalikoima;7,79019E+12
459174;Finca Las Moras Barrel Select Malbec 2020;Finca Las Moras;0,375 l;May.99;15.71;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;San Juan;2020;San Juan;;Malbec, ;Täyteläinen, keskitanniininen, mustaherukkainen, kirsikkainen, vadelmainen, kevyen paahteinen;pullo;luonnonkorkki;13.May;4.Sep;2;;;;80.0;vakiovalikoima;7,79154E+12
432277;Finca Las Moras Black Label Malbec 2019;Finca Las Moras;0,75 l;13.99;18.52;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;San Juan;2019;San Juan;;Malbec, ;Täyteläinen, tanniininen, tumman kirsikkainen, mustaherukkainen, viikunainen, suklainen, mausteinen;pullo;luonnonkorkki;14.0;6.0;0;;;;80.0;vakiovalikoima;7,79154E+12
498507;Graffigna Elixio Cabernet Sauvignon 2021;FLC;0,75 l;Aug.49;Nov.19;;110;punaviinit;Mehevä & Hilloinen;ympäristövastuullinen pakkaus;;Argentiina;San Juan;2021;San Juan;;Cabernet Sauvignon, ;Täyteläinen, keskitanniininen, mustaherukkainen, karhunvatukkainen, karpalohilloinen, mausteinen;pullo;metallinen kierrekapseli;13.0;5.May;5;;;;80.0;vakiovalikoima;7,79017E+12
418387;Los Intocables Black Malbec 2020;Finca Las Moras;0,75 l;14.98;19.84;;110;punaviinit;Roteva & Voimakas;;;Argentiina;San Juan;2020;San Juan;;Malbec, ;Erittäin täyteläinen, tanniininen, tumman kirsikkainen, luumuinen, suklainen, kevyen mokkainen, hennon yrttinen, tamminen, lämmin;pullo;luonnonkorkki;13.May;5.Jun;5;;;;80.0;vakiovalikoima;7,79154E+12
410817;Lunaris Malbec Syrah 2021;Bodegas Callia;0,75 l;11.Sep;14.65;;110;punaviinit;Roteva & Voimakas;;;Argentiina;San Juan;2021;San Juan;;Malbec, Syrah, ;Täyteläinen, tanniininen, tumman kirsikkainen, mustaherukkainen, luumuinen, hennon minttuinen, mausteinen, kevyen tamminen;pullo;metallinen kierrekapseli;13.0;5.May;3;;;;70.0;vakiovalikoima;7,79811E+12
919387;Tussock Jumper Malbec 2021;Tussock Jumper;0,75 l;13.29;17.72;;110;punaviinit;Mehevä & Hilloinen;ympäristövastuullinen pakkaus;;Argentiina;San Juan;2021;San Juan;;Malbec, ;Täyteläinen, keskitanniininen, luumuinen, mustaherukkainen;pullo;metallinen kierrekapseli;13.0;5.Jan;5;;;;80.0;tilausvalikoima;3,7602E+12
448827;Trapiche Extravaganza Red Blend 2020;Trapiche;0,75 l;Dec.48;16.51;;110;punaviinit;Pehmeä & Hedelmäinen;;;Argentiina;;2020;;;Bonarda, Syrah, Malbec, ;Keskitäyteläinen, keskitanniininen, karhunvatukkainen, kirsikkahilloinen, mokkainen, maitosuklainen;pullo;metallinen kierrekapseli;13.0;5.May;8;;;;80.0;vakiovalikoima;7,79024E+12
933656;Tierras de Armenia Karas 2018;Tierras de Armenia CJSC;0,75 l;33.26;44.35;;110;punaviinit;Mehevä & Hilloinen;;;Armenia;;2018;;;Cabernet Franc, Malbec, Syrah, Tannat, ;Täyteläinen, keskitanniininen, karhunvatukkainen, marjainen, suklainen;pullo;luonnonkorkki;14.0;4.Aug;;;;;80.0;tilausvalikoima;4,85001E+12
911106;Yerevan Areni Karmrahyut 2020;Armenia Wine Company;0,75 l;30.36;40.48;;110;punaviinit;Marjaisa & Raikas;;;Armenia;;2020;;;Areni Karmrahyut, Areni, ;Keskitäyteläinen, vähätanniininen, karpaloinen, marjainen, yrttinen;pullo;luonnonkorkki;12.May;6.0;3;;;;70.0;tilausvalikoima;4,85001E+12
486607;Caravan Durif 2019;Quarisa Wines;0,75 l;Nov.99;15.85;;110;punaviinit;Mehevä & Hilloinen;ympäristövastuullinen pakkaus;;Australia;Muut;2019;South Eastern Australia;Saattaa sisältää sakkaa;Petite Sirah, ;Täyteläinen, keskitanniininen, karhunvatukkainen, luumuinen, kirsikkahilloinen, hennon suklainen, kevyen tamminen;pullo;metallinen kierrekapseli;14.May;6.Apr;;;;;80.0;vakiovalikoima;9,33774E+12
473177;Caravan Merlot 2020;Quarisa Wines;0,75 l;Nov.49;15.19;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Muut;2020;South Eastern Australia;;Merlot, ;Täyteläinen, keskitanniininen, karhunvatukkahilloinen, kevyen kirsikkainen, luumuinen, tummasuklainen;pullo;metallinen kierrekapseli;14.May;5.Aug;4;;;;80.0;vakiovalikoima;9,33774E+12
427017;Chill Out Shiraz Cabernet Sauvignon Australia 2021 kartonkitölkki;Anora Group;0,75 l;Aug.98;Nov.97;uutuus;110;punaviinit;Mehevä & Hilloinen;vegaaninen;;Australia;Muut;2021;South Eastern Australia;;Cabernet Sauvignon, Shiraz, ;Keskitäyteläinen, keskitanniininen, kypsän mustaherukkainen, mustikkainen, kevyen kirsikkainen, hennon mansikkainen;kartonkitölkki;muovisuljin;14.May;5.Aug;6;;;;80.0;vakiovalikoima;6,4127E+12
913177;Coral Reef Shiraz-Cabernet 2019;GCF;0,75 l;Oct.40;13.87;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Muut;2019;;;Cabernet Sauvignon, Shiraz, ;Keskitäyteläinen, vähätanniininen, mustaherukkainen, mausteinen, eukalyptuksinen;pullo;metallinen kierrekapseli;13.May;5.May;2;;;;80.0;tilausvalikoima;3,26328E+12
436518;Escape Shiraz Cabernet Sauvignon 2020 muovipullo;Origin Wine;1 l;Nov.48;11.Aug;;110;punaviinit;Mehevä & Hilloinen;vegaaninen;;Australia;Muut;2020;South Eastern Australia;;Shiraz, Cabernet Sauvignon, ;Täyteläinen, keskitanniininen, mustaherukkainen, karhunvatukkainen, tumman kirsikkainen, kevyen vaniljainen, mausteinen;muovipullo;muovisuljin;13.May;5.Jun;4;;;;80.0;vakiovalikoima;6,00971E+12
444577;Hardys BIN 343 Cabernet Shiraz 2021;Thomas Hardy & Sons;0,75 l;Jul.99;Oct.52;;110;punaviinit;Mehevä & Hilloinen;hiilineutraali;;Australia;Muut;2021;South Eastern Australia;;Cabernet Sauvignon, Shiraz, Ruby Cabernet, Syrah, ;Keskitäyteläinen, keskitanniininen, mansikkahilloinen, boysenmarjainen, minttusuklainen, mokkainen;pullo;metallinen kierrekapseli;13.0;5.Mar;6;;;;80.0;vakiovalikoima;9,31104E+12
457737;Hardys Crest Cabernet Shiraz Merlot 2020;Thomas Hardy & Sons;0,75 l;Dec.29;16.25;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Muut;2020;South Eastern Australia;;Cabernet, Shiraz, Merlot, Cabernet Sauvignon, Syrah, ;Täyteläinen, keskitanniininen, kirsikkahilloinen, kypsän karpaloinen, punaherukkainen, mausteinen, kevyen mokkainen;pullo;metallinen kierrekapseli;14.0;5.Jun;6;;;;80.0;vakiovalikoima;9,31104E+12
904477;Hope Shiraz Reserve 2020;Iconic Wines;0,75 l;Nov.49;15.19;;110;punaviinit;Mehevä & Hilloinen;vegaaninen;;Australia;Muut;2020;South Eastern Australia;;Shiraz, ;Täyteläinen, keskitanniininen, puolukkahilloinen, kirsikkainen, luumuinen, minttuinen, kevyen salmiakkinen;pullo;metallinen kierrekapseli;14.May;5.Aug;1;;;;80.0;vakiovalikoima;3,33275E+12
930787;Jacob's Creek Double Barrel Cabernet Sauvignon 4th vintage;Jacob's Creek Wines;0,75 l;18.99;25.19;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Muut;;;;Cabernet Sauvignon, ;Täyteläinen, keskitanniininen, mustaherukkainen, paprikainen, luumuinen, suklainen, paahteinen, hennon yrttinen;pullo;metallinen kierrekapseli;14.Mar;5.Jun;3;;;;80.0;vakiovalikoima;9,30073E+12
911257;Jacob's Creek Double Barrel Shiraz 2020;Jacob's Creek Wines;0,75 l;17.98;23.84;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Muut;2020;;;Shiraz, ;Täyteläinen, tanniininen, kirsikkainen, viikunainen, karhunvatukkainen, hennon neilikkainen, tamminen;pullo;metallinen kierrekapseli;14.Sep;5.Aug;3;;;;80.0;vakiovalikoima;9,30073E+12
449867;Jacob's Creek Grenache Shiraz 2019;Jacob's Creek Wines;0,75 l;Oct.38;13.71;;110;punaviinit;Mehevä & Hilloinen;ympäristövastuullinen pakkaus;;Australia;Muut;2019;South Eastern Australia;;Grenache, Shiraz, ;Keskitäyteläinen, keskitanniininen, karhunvatukkainen, kypsän kirsikkainen, punaherukkainen, mausteinen;pullo;metallinen kierrekapseli;14.May;5.Jan;3;;;;80.0;vakiovalikoima;9,30073E+12
